vehicle_id,zone,vehicle_type,battery_capacity_kWh,registration_date
EV-04685,Rajajinagar,2W,2.9,2024-08-22
EV-04686,Rajajinagar,2W,2.8,2024-07-09
EV-04687,Rajajinagar,4W,54.6,2024-09-08
EV-04688,Rajajinagar,4W,57.2,2025-03-16
EV-04689,Rajajinagar,3W,8.4,2024-06-01
EV-04690,Rajajinagar,4W,71.0,2024-07-16
EV-04691,Rajajinagar,4W,36.7,2025-03-15
EV-04692,Rajajinagar,2W,3.3,2024-11-26
EV-04693,Rajajinagar,4W,63.8,2024-07-09
EV-04694,Rajajinagar,4W,46.9,2024-09-18
EV-04695,Rajajinagar,4W,42.9,2025-04-23
EV-04696,Rajajinagar,4W,65.7,2023-08-25
EV-04697,Rajajinagar,2W,2.7,2024-11-19
EV-04698,Rajajinagar,4W,69.4,2025-02-04
EV-04699,Rajajinagar,4W,40.5,2024-08-23
EV-04700,Rajajinagar,2W,2.6,2025-01-31
EV-04701,Rajajinagar,4W,40.8,2024-05-14
EV-04702,Rajajinagar,2W,1.9,2024-12-28
EV-04703,Rajajinagar,4W,66.5,2024-11-09
EV-04704,Rajajinagar,2W,2.8,2024-08-21
EV-04705,Rajajinagar,3W,9.1,2024-06-14
EV-04706,Rajajinagar,2W,3.6,2024-10-13
EV-04707,Rajajinagar,2W,2.0,2025-03-21
EV-04708,Rajajinagar,4W,69.1,2024-12-18
EV-04709,Rajajinagar,4W,48.1,2024-03-12
EV-04710,Rajajinagar,2W,3.5,2025-03-18
EV-04711,Rajajinagar,4W,38.9,2024-12-23
EV-04712,Rajajinagar,2W,3.9,2024-07-23
EV-04713,Rajajinagar,3W,6.9,2025-04-15
EV-04714,Rajajinagar,4W,34.6,2025-04-25
EV-04715,Rajajinagar,2W,1.9,2025-02-22
EV-04716,Rajajinagar,4W,62.1,2024-09-27
EV-04717,Rajajinagar,3W,5.9,2024-06-16
EV-04718,Rajajinagar,2W,2.2,2024-07-03
EV-04719,Rajajinagar,2W,3.9,2024-07-15
EV-04720,Rajajinagar,4W,51.5,2024-11-09
EV-04721,Rajajinagar,3W,7.8,2024-10-31
EV-04722,Rajajinagar,4W,33.6,2025-01-21
EV-04723,Rajajinagar,2W,3.9,2025-02-20
EV-04724,Rajajinagar,2W,2.2,2024-05-06
EV-04725,Rajajinagar,4W,61.4,2024-12-15
EV-04726,Rajajinagar,4W,34.3,2024-10-31
EV-04727,Rajajinagar,2W,3.8,2024-07-14
EV-04728,Rajajinagar,2W,2.7,2024-10-21
EV-04729,Rajajinagar,2W,3.0,2024-11-30
EV-04730,Rajajinagar,2W,3.6,2025-02-27
EV-04731,Rajajinagar,4W,42.9,2024-09-03
EV-04732,Rajajinagar,2W,2.7,2024-06-12
EV-04733,Rajajinagar,3W,5.1,2024-04-16
EV-04734,Rajajinagar,4W,57.3,2024-07-24
EV-04735,Rajajinagar,4W,66.0,2024-10-10
EV-04736,Rajajinagar,2W,4.0,2025-01-31
EV-04737,Rajajinagar,2W,2.0,2024-03-30
EV-04738,Rajajinagar,2W,1.7,2024-04-15
EV-04739,Rajajinagar,2W,1.9,2025-01-15
EV-04740,Rajajinagar,2W,2.4,2024-08-31
EV-04741,Rajajinagar,4W,36.3,2024-06-03
EV-04742,Rajajinagar,2W,1.7,2025-01-10
EV-04743,Rajajinagar,4W,37.7,2025-02-20
EV-04744,Rajajinagar,2W,2.1,2024-05-08
EV-04745,Rajajinagar,2W,3.7,2023-12-20
EV-04746,Rajajinagar,4W,61.2,2024-12-16
EV-04747,Rajajinagar,2W,2.1,2024-03-03
EV-04748,Rajajinagar,2W,3.6,2024-10-17
EV-04749,Rajajinagar,4W,45.4,2025-01-13
EV-04750,Rajajinagar,4W,39.3,2024-12-26
EV-04751,Rajajinagar,4W,73.5,2024-07-08
EV-04752,Rajajinagar,4W,57.7,2024-12-12
EV-04753,Rajajinagar,2W,3.0,2025-02-16
EV-04754,Rajajinagar,4W,58.8,2024-10-25
EV-04755,Rajajinagar,2W,3.6,2024-09-08
EV-04756,Rajajinagar,2W,3.4,2024-07-20
EV-04757,Rajajinagar,2W,2.1,2024-09-03
EV-04758,Rajajinagar,2W,1.7,2024-06-14
EV-04759,Rajajinagar,2W,2.2,2025-02-13
EV-04760,Rajajinagar,4W,61.2,2024-06-24
EV-04761,Rajajinagar,2W,3.8,2025-03-21
EV-04762,Rajajinagar,4W,74.2,2024-12-21
EV-04763,Rajajinagar,4W,38.3,2024-12-19
EV-04764,Rajajinagar,2W,2.0,2025-02-09
EV-04765,Rajajinagar,2W,2.5,2024-08-09
EV-04766,Rajajinagar,4W,50.2,2024-10-24
EV-04767,Rajajinagar,4W,49.0,2024-09-02
EV-04768,Rajajinagar,3W,9.2,2024-10-30
EV-04769,BTM Layout,2W,3.6,2024-09-18
EV-04770,BTM Layout,3W,7.2,2025-04-09
EV-04771,BTM Layout,2W,3.5,2024-09-30
EV-04772,BTM Layout,2W,2.7,2024-09-06
EV-04773,BTM Layout,3W,8.6,2024-09-28
EV-04774,BTM Layout,4W,51.1,2024-09-09
EV-04775,BTM Layout,4W,38.0,2024-02-25
EV-04776,BTM Layout,2W,3.8,2024-04-13
EV-04777,BTM Layout,4W,51.7,2024-09-06
EV-04778,BTM Layout,4W,38.2,2024-02-05
EV-04779,BTM Layout,4W,58.2,2024-09-15
EV-04780,BTM Layout,2W,2.8,2024-07-31
EV-04781,BTM Layout,2W,1.8,2025-01-12
EV-04782,BTM Layout,2W,2.1,2024-09-12
EV-04783,BTM Layout,4W,41.4,2024-09-30
EV-04784,BTM Layout,3W,7.0,2024-04-27
EV-04785,BTM Layout,2W,2.7,2024-08-12
EV-04786,BTM Layout,2W,3.1,2024-03-29
EV-04787,BTM Layout,2W,2.4,2024-10-02
EV-04788,BTM Layout,3W,7.0,2024-11-02
EV-04789,BTM Layout,4W,68.9,2025-05-05
EV-04790,BTM Layout,3W,8.3,2024-12-19
EV-04791,BTM Layout,2W,1.7,2025-04-29
EV-04792,BTM Layout,2W,3.6,2025-03-02
EV-04793,BTM Layout,3W,7.7,2024-10-16
EV-04794,BTM Layout,4W,72.7,2024-07-07
EV-04795,BTM Layout,4W,70.3,2024-09-29
EV-04796,BTM Layout,2W,2.9,2024-07-09
EV-04797,BTM Layout,4W,69.5,2024-06-27
EV-04798,BTM Layout,2W,3.2,2025-03-17
EV-04799,BTM Layout,2W,2.7,2024-06-10
EV-04800,BTM Layout,4W,54.6,2024-11-13
EV-04801,BTM Layout,2W,2.5,2024-06-04
EV-04802,BTM Layout,2W,3.7,2024-10-17
EV-04803,BTM Layout,2W,2.6,2025-01-26
EV-04804,BTM Layout,2W,2.8,2024-02-12
EV-04805,BTM Layout,2W,1.8,2024-01-01
EV-04806,BTM Layout,4W,69.2,2025-03-03
EV-04807,BTM Layout,4W,36.4,2024-09-02
EV-04808,BTM Layout,4W,47.2,2024-11-12
EV-04809,BTM Layout,2W,3.4,2025-02-23
EV-04810,BTM Layout,4W,42.0,2025-03-21
EV-04811,BTM Layout,3W,6.7,2025-03-10
EV-04812,BTM Layout,4W,31.5,2024-05-16
EV-04813,BTM Layout,4W,30.9,2025-01-19
EV-04814,BTM Layout,2W,1.7,2025-04-09
EV-04815,BTM Layout,4W,43.0,2024-09-12
EV-04816,BTM Layout,2W,2.9,2024-12-17
EV-04817,BTM Layout,4W,73.8,2024-11-14
EV-04818,BTM Layout,2W,2.7,2024-12-11
EV-04819,BTM Layout,2W,3.6,2024-08-20
EV-04820,BTM Layout,4W,30.5,2025-01-10
EV-04821,BTM Layout,4W,71.3,2024-04-24
EV-04822,BTM Layout,2W,3.0,2025-01-10
EV-04823,BTM Layout,2W,3.1,2024-06-25
EV-04824,BTM Layout,2W,3.2,2024-05-22
EV-04825,BTM Layout,2W,2.9,2024-04-12
EV-04826,BTM Layout,2W,3.3,2024-07-01
EV-04827,BTM Layout,4W,69.3,2024-01-29
EV-04828,BTM Layout,2W,2.8,2025-02-10
EV-04829,BTM Layout,3W,6.5,2024-09-07
EV-04830,BTM Layout,4W,53.5,2024-10-20
EV-04831,BTM Layout,4W,65.0,2024-10-30
EV-04832,BTM Layout,4W,37.6,2024-09-11
EV-04833,BTM Layout,4W,51.7,2024-01-19
EV-04834,BTM Layout,4W,70.3,2024-01-20
EV-04835,BTM Layout,4W,33.5,2024-11-25
EV-04836,BTM Layout,2W,2.5,2024-11-17
EV-04837,BTM Layout,2W,2.2,2023-11-23
EV-04838,BTM Layout,4W,51.7,2025-02-04
EV-04839,BTM Layout,4W,34.8,2024-08-28
EV-04840,BTM Layout,4W,59.2,2024-09-29
EV-04841,BTM Layout,2W,2.9,2024-07-10
EV-04842,BTM Layout,4W,36.2,2024-08-20
EV-04843,BTM Layout,3W,9.7,2025-01-21
EV-04844,BTM Layout,2W,2.2,2024-11-27
EV-04845,BTM Layout,2W,2.5,2024-09-12
EV-04846,BTM Layout,2W,2.9,2025-01-12
EV-04847,BTM Layout,2W,2.6,2024-06-13
EV-04848,BTM Layout,2W,3.0,2024-12-04
EV-04849,BTM Layout,3W,7.8,2025-02-18
EV-04850,BTM Layout,2W,2.6,2024-05-11
EV-04851,BTM Layout,4W,67.4,2025-02-03
EV-04852,BTM Layout,4W,69.6,2024-12-27
EV-04853,BTM Layout,2W,2.9,2025-02-23
EV-04854,BTM Layout,4W,68.5,2025-03-08
EV-04855,BTM Layout,4W,60.1,2025-05-13
EV-04856,BTM Layout,4W,45.4,2023-08-01
EV-04857,BTM Layout,2W,2.1,2024-05-11
EV-04858,BTM Layout,3W,8.5,2024-08-08
EV-04859,BTM Layout,4W,50.4,2024-10-03
EV-04860,BTM Layout,2W,3.4,2024-08-09
EV-04861,BTM Layout,4W,43.3,2024-01-31
EV-04862,BTM Layout,2W,3.5,2025-03-25
EV-04863,BTM Layout,4W,70.9,2024-12-25
EV-04864,BTM Layout,4W,41.6,2025-03-07
EV-04865,BTM Layout,4W,31.2,2024-06-23
EV-04866,BTM Layout,2W,2.8,2023-12-05
EV-04867,BTM Layout,3W,9.8,2024-04-10
EV-04868,BTM Layout,2W,2.9,2025-03-23
EV-04869,BTM Layout,4W,63.3,2025-01-29
EV-04870,BTM Layout,4W,61.7,2024-12-27
EV-04871,BTM Layout,3W,5.8,2024-05-16
EV-04872,BTM Layout,2W,1.8,2025-01-23
EV-04873,BTM Layout,4W,37.9,2024-05-14
EV-04874,BTM Layout,4W,34.9,2025-01-03
EV-04875,BTM Layout,2W,1.8,2025-03-09
EV-04876,BTM Layout,2W,2.4,2024-11-16
EV-04877,BTM Layout,4W,45.4,2024-07-31
EV-04878,BTM Layout,4W,40.9,2024-05-04
EV-04879,BTM Layout,4W,73.2,2024-08-06
EV-04880,BTM Layout,3W,8.2,2023-08-05
EV-04881,BTM Layout,4W,52.5,2024-03-27
EV-04882,BTM Layout,2W,2.3,2025-04-07
EV-04883,BTM Layout,2W,3.3,2024-06-19
EV-04884,BTM Layout,4W,47.6,2024-06-17
EV-04885,BTM Layout,2W,1.7,2023-09-17
EV-04886,BTM Layout,4W,31.3,2024-04-10
EV-04887,BTM Layout,4W,39.0,2024-06-19
EV-04888,BTM Layout,2W,1.7,2024-03-24
EV-04889,BTM Layout,3W,9.5,2024-07-14
EV-04890,BTM Layout,4W,61.4,2025-02-12
EV-04891,BTM Layout,4W,42.0,2025-02-07
EV-04892,BTM Layout,2W,2.0,2024-10-17
EV-04893,BTM Layout,4W,51.4,2024-04-27
EV-04894,BTM Layout,2W,2.3,2024-08-30
EV-04895,BTM Layout,2W,3.5,2025-01-23
EV-04896,BTM Layout,3W,5.6,2024-10-03
EV-04897,BTM Layout,4W,57.5,2025-03-18
EV-04898,BTM Layout,4W,40.0,2024-12-07
EV-04899,BTM Layout,2W,2.3,2024-10-19
EV-04900,BTM Layout,2W,3.3,2024-09-14
EV-04901,BTM Layout,4W,61.7,2024-03-23
EV-04902,BTM Layout,2W,2.1,2024-10-22
EV-04903,BTM Layout,4W,74.2,2023-12-31
EV-04904,BTM Layout,4W,70.6,2024-07-20
EV-04905,BTM Layout,4W,42.1,2024-12-08
EV-04906,BTM Layout,4W,33.5,2024-11-19
EV-04907,BTM Layout,3W,9.6,2024-09-28
EV-04908,BTM Layout,4W,62.5,2024-11-08
EV-04909,BTM Layout,2W,1.9,2025-03-08
EV-04910,BTM Layout,4W,37.5,2024-06-24
EV-04911,BTM Layout,2W,3.7,2024-12-05
EV-04912,BTM Layout,2W,2.1,2023-11-03
EV-04913,BTM Layout,4W,56.9,2024-11-30
EV-04914,BTM Layout,3W,6.1,2025-02-28
EV-04915,BTM Layout,4W,45.1,2025-03-05
EV-04916,BTM Layout,4W,34.3,2025-01-17
EV-04917,BTM Layout,3W,8.7,2024-11-07
EV-04918,BTM Layout,4W,61.1,2024-05-04
EV-04919,BTM Layout,2W,3.7,2024-05-19
EV-04920,BTM Layout,4W,42.2,2024-07-13
EV-04921,BTM Layout,4W,42.9,2024-09-30
EV-04922,BTM Layout,2W,2.2,2024-08-31
EV-04923,BTM Layout,2W,1.6,2024-04-05
EV-04924,BTM Layout,2W,2.1,2024-03-18
EV-04925,BTM Layout,3W,6.3,2024-09-08
EV-04926,BTM Layout,4W,32.1,2024-08-07
EV-04927,BTM Layout,4W,36.9,2024-11-08
EV-04928,BTM Layout,4W,40.9,2025-01-09
EV-04929,BTM Layout,4W,53.3,2025-02-01
EV-04930,BTM Layout,4W,70.1,2025-05-09
EV-04931,BTM Layout,2W,1.6,2025-02-16
EV-04932,BTM Layout,4W,32.9,2025-01-16
EV-04933,BTM Layout,3W,6.5,2024-11-16
EV-04934,BTM Layout,4W,58.3,2024-07-06
EV-04935,BTM Layout,2W,1.8,2024-09-11
EV-04936,BTM Layout,3W,7.4,2024-10-04
EV-04937,BTM Layout,3W,10.0,2024-12-18
EV-04938,BTM Layout,4W,71.8,2025-01-17
EV-04939,BTM Layout,3W,6.0,2024-12-18
EV-04940,BTM Layout,2W,3.6,2025-01-15
EV-04941,BTM Layout,4W,49.0,2024-07-09
EV-04942,BTM Layout,4W,63.1,2024-12-16
EV-04943,BTM Layout,2W,3.6,2025-02-24
EV-04944,BTM Layout,2W,2.7,2023-09-03
EV-04945,BTM Layout,2W,3.5,2025-01-15
EV-04946,BTM Layout,4W,36.2,2025-01-30
EV-04947,BTM Layout,2W,3.7,2024-07-09
EV-04948,BTM Layout,2W,1.9,2024-12-14
EV-04949,BTM Layout,3W,9.9,2023-12-23
EV-04950,BTM Layout,4W,68.0,2025-02-21
EV-04951,BTM Layout,2W,3.5,2024-08-25
EV-04952,BTM Layout,4W,37.6,2024-06-16
EV-04953,BTM Layout,3W,5.9,2024-09-03
EV-04954,BTM Layout,4W,70.4,2024-11-09
EV-04955,BTM Layout,3W,8.4,2025-01-02
EV-04956,BTM Layout,3W,7.5,2023-10-16
EV-04957,BTM Layout,4W,49.1,2025-04-03
EV-04958,BTM Layout,3W,8.4,2024-07-14
EV-04959,BTM Layout,2W,2.9,2025-03-28
EV-04960,BTM Layout,2W,2.6,2024-12-02
EV-04961,BTM Layout,2W,2.0,2024-09-05
EV-04962,BTM Layout,2W,3.6,2024-06-20
EV-04963,BTM Layout,4W,47.6,2024-07-21
EV-04964,BTM Layout,4W,50.9,2025-02-27
EV-04965,BTM Layout,4W,66.1,2024-08-24
EV-04966,BTM Layout,2W,2.2,2025-05-10
EV-04967,BTM Layout,2W,3.0,2025-05-28
EV-04968,BTM Layout,2W,2.5,2024-07-21
EV-04969,BTM Layout,2W,3.2,2024-05-09
EV-04970,BTM Layout,2W,2.4,2025-01-20
EV-04971,BTM Layout,4W,48.4,2024-03-26
EV-04972,BTM Layout,2W,3.2,2024-03-21
EV-04973,BTM Layout,4W,34.6,2024-11-05
EV-04974,BTM Layout,2W,3.0,2024-07-14
EV-04975,BTM Layout,4W,70.5,2024-10-07
EV-04976,BTM Layout,2W,3.8,2024-10-08
EV-04977,BTM Layout,2W,3.9,2023-11-18
EV-04978,BTM Layout,4W,58.1,2025-04-25
EV-04979,BTM Layout,2W,1.8,2024-09-03
EV-04980,BTM Layout,4W,37.2,2024-05-17
EV-04981,BTM Layout,2W,2.0,2024-03-15
EV-04982,BTM Layout,2W,2.9,2024-06-29
EV-04983,BTM Layout,2W,1.9,2024-10-12
EV-04984,BTM Layout,3W,6.0,2024-12-01
EV-04985,BTM Layout,2W,3.0,2025-03-17
EV-04986,BTM Layout,2W,2.9,2024-01-01
EV-04987,BTM Layout,2W,1.7,2024-10-08
EV-04988,BTM Layout,3W,8.5,2024-10-30
EV-04989,BTM Layout,2W,3.9,2024-03-18
EV-04990,BTM Layout,3W,5.7,2025-03-13
EV-04991,BTM Layout,2W,3.9,2024-04-01
EV-04992,BTM Layout,4W,36.3,2024-10-04
EV-04993,BTM Layout,4W,39.6,2024-07-24
EV-04994,BTM Layout,3W,7.0,2025-01-14
EV-04995,BTM Layout,2W,2.7,2023-11-01
EV-04996,BTM Layout,4W,45.0,2025-04-09
EV-04997,BTM Layout,3W,8.5,2025-02-05
EV-04998,BTM Layout,2W,3.3,2024-12-30
EV-04999,BTM Layout,3W,6.2,2024-07-10
EV-05000,BTM Layout,3W,9.8,2025-04-01
EV-05001,BTM Layout,3W,9.4,2024-04-29
EV-05002,BTM Layout,4W,57.4,2024-09-06
EV-05003,BTM Layout,4W,61.5,2024-03-28
EV-05004,BTM Layout,3W,9.0,2024-10-31
EV-05005,BTM Layout,4W,62.5,2025-02-13
EV-05006,BTM Layout,3W,9.7,2024-11-22
EV-05007,BTM Layout,3W,7.9,2024-09-06
EV-05008,BTM Layout,2W,1.6,2025-01-08
EV-05009,BTM Layout,3W,7.6,2024-10-23
EV-05010,BTM Layout,2W,2.0,2024-07-08
EV-05011,BTM Layout,4W,39.3,2024-11-07
EV-05012,BTM Layout,4W,44.3,2024-12-10
EV-05013,BTM Layout,4W,57.4,2024-04-12
EV-05014,BTM Layout,2W,3.7,2024-02-27
EV-05015,BTM Layout,4W,64.3,2024-09-19
EV-05016,BTM Layout,4W,61.1,2024-11-23
EV-05017,BTM Layout,2W,2.5,2024-11-26
EV-05018,BTM Layout,3W,8.6,2024-03-17
EV-05019,BTM Layout,2W,2.3,2024-07-06
EV-05020,BTM Layout,2W,2.3,2023-09-13
EV-05021,BTM Layout,2W,3.9,2024-08-19
EV-05022,BTM Layout,2W,2.4,2023-07-01
EV-05023,BTM Layout,2W,2.6,2025-01-01
EV-05024,BTM Layout,4W,33.9,2025-01-30
EV-05025,BTM Layout,2W,3.5,2024-12-27
EV-05026,BTM Layout,4W,43.7,2024-07-22
EV-05027,BTM Layout,2W,3.0,2025-03-13
EV-05028,BTM Layout,4W,32.0,2025-03-11
EV-05029,BTM Layout,2W,2.2,2024-06-07
EV-05030,BTM Layout,4W,71.9,2024-06-21
EV-05031,BTM Layout,4W,54.2,2024-10-03
EV-05032,BTM Layout,2W,2.5,2023-11-09
EV-05033,BTM Layout,4W,43.0,2024-12-13
EV-05034,BTM Layout,2W,3.8,2024-07-06
EV-05035,BTM Layout,2W,2.9,2024-12-19
EV-05036,BTM Layout,2W,3.8,2024-02-05
EV-05037,BTM Layout,3W,6.2,2024-11-23
EV-05038,BTM Layout,4W,38.9,2024-11-18
EV-05039,BTM Layout,2W,4.0,2024-08-26
EV-05040,BTM Layout,2W,3.4,2024-02-12
EV-05041,BTM Layout,2W,1.5,2024-08-10
EV-05042,BTM Layout,3W,9.5,2024-07-07
EV-05043,BTM Layout,4W,71.3,2024-11-25
EV-05044,BTM Layout,2W,3.5,2024-03-01
EV-05045,BTM Layout,2W,1.9,2024-07-21
EV-05046,BTM Layout,3W,6.7,2025-01-08
EV-05047,BTM Layout,4W,39.1,2024-12-02
EV-05048,BTM Layout,4W,59.4,2025-02-21
EV-05049,BTM Layout,2W,3.0,2024-05-01
EV-05050,BTM Layout,4W,59.6,2024-04-23
EV-05051,BTM Layout,3W,9.3,2024-12-18
EV-05052,BTM Layout,4W,63.5,2024-10-12
EV-05053,BTM Layout,3W,10.0,2024-08-04
EV-05054,BTM Layout,4W,37.7,2024-10-26
EV-05055,BTM Layout,4W,50.8,2024-11-12
EV-05056,BTM Layout,2W,1.5,2024-06-20
EV-05057,BTM Layout,4W,53.1,2025-01-29
EV-05058,BTM Layout,4W,59.7,2024-08-25
EV-05059,BTM Layout,3W,10.0,2024-09-06
EV-05060,BTM Layout,3W,9.9,2025-01-12
EV-05061,BTM Layout,4W,61.0,2024-06-17
EV-05062,BTM Layout,2W,2.9,2024-08-20
EV-05063,BTM Layout,2W,3.2,2023-09-10
EV-05064,BTM Layout,4W,33.2,2024-09-26
EV-05065,BTM Layout,3W,5.1,2024-09-10
EV-05066,BTM Layout,4W,31.3,2024-08-11
EV-05067,BTM Layout,4W,66.5,2025-02-24
EV-05068,BTM Layout,4W,44.3,2024-12-20
EV-05069,BTM Layout,2W,3.6,2025-04-12
EV-05070,BTM Layout,2W,3.1,2024-08-29
EV-05071,BTM Layout,2W,3.6,2024-12-23
EV-05072,BTM Layout,2W,2.3,2024-09-26
EV-05073,BTM Layout,2W,3.9,2024-10-28
EV-05074,BTM Layout,2W,2.3,2024-09-11
EV-05075,BTM Layout,4W,38.1,2024-11-27
EV-05076,BTM Layout,4W,51.8,2024-05-11
EV-05077,BTM Layout,4W,55.5,2024-07-31
EV-05078,BTM Layout,4W,49.1,2025-01-10
EV-05079,BTM Layout,3W,9.0,2024-05-24
EV-05080,BTM Layout,4W,68.9,2024-05-26
EV-05081,BTM Layout,2W,3.6,2024-02-23
EV-05082,BTM Layout,3W,5.8,2024-12-04
EV-05083,BTM Layout,2W,3.6,2024-09-20
EV-05084,BTM Layout,4W,31.8,2024-03-30
EV-05085,BTM Layout,2W,2.3,2024-10-11
EV-05086,BTM Layout,4W,34.5,2024-11-27
EV-05087,BTM Layout,4W,51.3,2024-12-27
EV-05088,BTM Layout,3W,5.9,2024-12-10
EV-05089,BTM Layout,2W,3.1,2025-01-04
EV-05090,BTM Layout,4W,34.7,2023-11-27
EV-05091,BTM Layout,3W,9.0,2024-01-18
EV-05092,BTM Layout,4W,41.1,2024-08-20
EV-05093,BTM Layout,3W,7.0,2025-03-15
EV-05094,BTM Layout,3W,7.8,2024-11-06
EV-05095,BTM Layout,2W,2.0,2025-03-07
EV-05096,BTM Layout,3W,6.7,2024-07-15
EV-05097,BTM Layout,3W,7.5,2024-11-21
EV-05098,BTM Layout,4W,35.4,2025-03-06
EV-05099,BTM Layout,2W,2.8,2024-01-29
EV-05100,BTM Layout,3W,8.1,2024-09-18
EV-05101,BTM Layout,2W,2.9,2025-02-05
EV-05102,BTM Layout,3W,5.7,2024-08-11
EV-05103,BTM Layout,4W,39.4,2024-07-18
EV-05104,BTM Layout,2W,2.7,2025-03-25
EV-05105,BTM Layout,4W,51.4,2025-03-30
EV-05106,BTM Layout,2W,2.2,2024-05-29
EV-05107,BTM Layout,4W,35.7,2024-09-21
EV-05108,BTM Layout,3W,9.5,2024-08-22
EV-05109,BTM Layout,4W,54.7,2024-09-25
EV-05110,BTM Layout,2W,1.9,2023-12-25
EV-05111,BTM Layout,2W,3.2,2024-07-18
EV-05112,BTM Layout,4W,70.8,2025-04-09
EV-05113,BTM Layout,4W,72.0,2024-06-07
EV-05114,BTM Layout,3W,9.3,2024-12-10
EV-05115,BTM Layout,3W,5.6,2024-06-23
EV-05116,BTM Layout,2W,2.0,2024-10-05
EV-05117,BTM Layout,4W,53.4,2023-12-19
EV-05118,BTM Layout,4W,34.2,2024-05-11
EV-05119,BTM Layout,2W,3.7,2024-10-09
EV-05120,BTM Layout,3W,7.9,2025-02-08
EV-05121,BTM Layout,2W,3.2,2024-05-06
EV-05122,BTM Layout,2W,2.3,2024-11-24
EV-05123,BTM Layout,3W,9.5,2024-05-01
EV-05124,BTM Layout,2W,3.7,2024-05-01
EV-05125,BTM Layout,4W,45.8,2025-01-02
EV-05126,BTM Layout,2W,4.0,2024-08-22
EV-05127,BTM Layout,2W,3.6,2025-01-07
EV-05128,BTM Layout,2W,2.4,2025-01-28
EV-05129,BTM Layout,4W,52.7,2024-11-10
EV-05130,BTM Layout,4W,60.3,2024-04-25
EV-05131,BTM Layout,3W,8.7,2025-02-03
EV-05132,BTM Layout,2W,2.8,2025-05-26
EV-05133,BTM Layout,2W,3.3,2024-03-27
EV-05134,BTM Layout,3W,7.1,2025-03-26
EV-05135,BTM Layout,3W,9.4,2024-12-19
EV-05136,BTM Layout,2W,2.9,2024-08-15
EV-05137,BTM Layout,2W,2.0,2025-04-15
EV-05138,BTM Layout,2W,2.9,2025-04-12
EV-05139,BTM Layout,2W,1.7,2024-06-13
EV-05140,BTM Layout,4W,68.5,2024-08-28
EV-05141,BTM Layout,4W,73.5,2024-05-26
EV-05142,BTM Layout,4W,46.7,2023-12-28
EV-05143,BTM Layout,2W,3.5,2024-01-12
EV-05144,BTM Layout,4W,38.7,2024-11-10
EV-05145,BTM Layout,2W,3.2,2023-09-09
EV-05146,BTM Layout,2W,1.7,2024-05-03
EV-05147,BTM Layout,2W,3.5,2024-04-20
EV-05148,BTM Layout,4W,43.5,2024-09-28
EV-05149,BTM Layout,2W,3.2,2024-12-13
EV-05150,BTM Layout,4W,60.4,2024-12-05
EV-05151,BTM Layout,2W,3.2,2025-01-12
EV-05152,BTM Layout,4W,33.1,2024-08-02
EV-05153,BTM Layout,4W,63.0,2024-11-26
EV-05154,BTM Layout,4W,32.5,2025-02-02
EV-05155,BTM Layout,2W,3.8,2024-04-22
EV-05156,BTM Layout,2W,2.6,2024-11-24
EV-05157,BTM Layout,4W,47.4,2024-05-30
EV-05158,BTM Layout,4W,39.8,2024-09-02
EV-05159,BTM Layout,4W,70.7,2023-10-04
EV-05160,BTM Layout,2W,1.6,2024-10-18
EV-05161,BTM Layout,4W,41.8,2024-11-05
EV-05162,BTM Layout,3W,9.8,2024-09-30
EV-05163,BTM Layout,4W,71.8,2024-08-12
EV-05164,BTM Layout,4W,65.3,2024-06-28
EV-05165,BTM Layout,2W,3.5,2025-01-27
EV-05166,BTM Layout,2W,2.9,2024-12-30
EV-05167,BTM Layout,4W,64.6,2024-12-16
EV-05168,BTM Layout,4W,36.9,2024-09-09
EV-05169,BTM Layout,2W,2.5,2024-10-02
EV-05170,BTM Layout,2W,1.6,2024-08-15
EV-05171,BTM Layout,4W,71.1,2025-05-16
EV-05172,BTM Layout,3W,9.7,2025-01-04
EV-05173,BTM Layout,2W,3.4,2025-02-10
EV-05174,BTM Layout,3W,8.9,2024-11-28
EV-05175,BTM Layout,4W,38.0,2025-02-06
EV-05176,BTM Layout,4W,48.6,2024-06-19
EV-05177,BTM Layout,4W,44.9,2024-06-06
EV-05178,BTM Layout,4W,52.6,2024-12-18
EV-05179,BTM Layout,4W,47.5,2023-10-25
EV-05180,BTM Layout,2W,3.8,2024-11-10
EV-05181,BTM Layout,3W,9.1,2025-03-12
EV-05182,BTM Layout,2W,3.7,2024-05-18
EV-05183,BTM Layout,4W,48.8,2024-10-28
EV-05184,BTM Layout,2W,3.9,2025-03-20
EV-05185,BTM Layout,2W,1.9,2024-11-02
EV-05186,BTM Layout,4W,30.0,2024-11-18
EV-05187,BTM Layout,4W,37.3,2024-03-11
EV-05188,BTM Layout,2W,2.6,2024-09-03
EV-05189,BTM Layout,2W,2.7,2025-02-13
EV-05190,BTM Layout,2W,3.4,2024-06-18
EV-05191,BTM Layout,2W,2.9,2024-08-01
EV-05192,BTM Layout,3W,9.6,2024-09-22
EV-05193,BTM Layout,4W,69.3,2024-10-08
EV-05194,BTM Layout,2W,3.8,2024-12-14
EV-05195,BTM Layout,4W,47.3,2024-11-22
EV-05196,BTM Layout,2W,1.6,2024-11-28
EV-05197,BTM Layout,4W,62.7,2024-10-19
EV-05198,BTM Layout,4W,65.1,2025-02-04
